Incident_ID,Vehicle_Type,Location,City,Obstruction_Type,Emergency_Status,Severity_Level,Reported_Time,Priority_Score,AI_Priority_Level,Recommended_Action,Assigned_QR_ID,Urban_Risk_Score,Governance_Risk_Level,Estimated_Response_Time,Assigned_Authority,Governance_Recommendation
INC0411,Mini Truck,Commercial Complex,Pune,Gate Blockage,No,Medium,2026-05-26 01:00:55.449701,60,Medium Priority,Standard obstruction resolution workflow,QR0200,40,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0412,Auto Rickshaw,Traffic Junction,Hyderabad,Roadside Congestion,No,Low,2026-05-24 01:43:55.449706,45,Low Priority,Low urgency monitoring,QR0269,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0413,Two Wheeler,Commercial Complex,Hyderabad,Pedestrian Path Obstructed,No,Low,2026-05-24 19:08:55.449711,75,Medium Priority,Standard obstruction resolution workflow,QR0221,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0414,Mini Truck,Commercial Complex,Kochi,Emergency Access Blocked,No,Critical,2026-05-25 22:13:55.449715,75,Medium Priority,Standard obstruction resolution workflow,QR0053,55,Moderate Risk Zone,Within 2 Hours,Municipal Traffic Management Authority,Standard obstruction resolution workflow recommended.
INC0415,Car,Apartment Gate,Delhi,Pedestrian Path Obstructed,Yes,Critical,2026-05-25 02:25:55.449720,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0298,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0416,Car,Shop Entrance,Hyderabad,Roadside Congestion,Yes,Critical,2026-05-23 21:02:55.449725,70,Medium Priority,Standard obstruction resolution workflow,QR0095,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0417,Two Wheeler,Narrow Lane,Chennai,Roadside Congestion,No,Low,2026-05-22 01:41:55.449729,25,Low Priority,Low urgency monitoring,QR0129,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0418,Van,Residential Street,Kochi,Gate Blockage,Yes,Critical,2026-05-23 22:44:55.449734,85,High Priority,Urgent owner notification required,QR0046,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0419,Taxi,Emergency Exit,Delhi,Commercial Entrance Blocked,Yes,Critical,2026-05-25 04:30:55.449739,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0263,100,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0420,Van,Pedestrian Sidewalk,Delhi,Roadside Congestion,No,Low,2026-05-23 02:55:55.449744,25,Low Priority,Low urgency monitoring,QR0265,35,Low Risk Zone,Routine Monitoring,Urban Pedestrian Safety Authority,Routine monitoring sufficient.
INC0421,Two Wheeler,Apartment Gate,Chennai,Roadside Congestion,Yes,Critical,2026-05-26 08:13:55.449748,90,High Priority,Urgent owner notification required,QR0244,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0422,Two Wheeler,Commercial Complex,Chennai,Roadside Congestion,No,Low,2026-05-21 09:47:55.449753,45,Low Priority,Low urgency monitoring,QR0153,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0423,Mini Truck,Emergency Exit,Pune,Gate Blockage,Yes,Critical,2026-05-24 07:35:55.449758,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0146,120,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0424,Mini Truck,Narrow Lane,Pune,Gate Blockage,Yes,Critical,2026-05-21 17:14:55.449763,85,High Priority,Urgent owner notification required,QR0299,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0425,Car,Traffic Junction,Hyderabad,Pedestrian Path Obstructed,Yes,Critical,2026-05-27 05:01:55.449768,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0271,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0426,Taxi,Commercial Complex,Kochi,Illegal Parking,No,Low,2026-05-24 01:58:55.449773,45,Low Priority,Low urgency monitoring,QR0202,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0427,Mini Truck,Traffic Junction,Kochi,Gate Blockage,Yes,Critical,2026-05-26 02:43:55.449777,105,High Priority,Urgent owner notification required,QR0114,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0428,Taxi,Apartment Gate,Mumbai,Pedestrian Path Obstructed,No,Low,2026-05-24 22:33:55.449782,75,Medium Priority,Standard obstruction resolution workflow,QR0152,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0429,Van,Residential Street,Delhi,Emergency Access Blocked,Yes,Critical,2026-05-25 17:53:55.449787,100,High Priority,Urgent owner notification required,QR0136,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0430,Two Wheeler,Hospital Entrance,Bangalore,Roadside Congestion,Yes,Critical,2026-05-23 13:37:55.449792,110,High Priority,Urgent owner notification required,QR0161,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0431,Van,School Zone,Chennai,Roadside Congestion,Yes,Critical,2026-05-21 02:57:55.449796,110,High Priority,Urgent owner notification required,QR0283,100,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0432,Two Wheeler,Pedestrian Sidewalk,Bangalore,Gate Blockage,Yes,Critical,2026-05-24 09:18:55.449801,85,High Priority,Urgent owner notification required,QR0236,120,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0433,Taxi,Traffic Junction,Hyderabad,Illegal Parking,No,Low,2026-05-23 02:27:55.449806,45,Low Priority,Low urgency monitoring,QR0270,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0434,Van,Commercial Complex,Chennai,Commercial Entrance Blocked,Yes,Critical,2026-05-22 00:55:55.449811,105,High Priority,Urgent owner notification required,QR0109,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0435,Van,Residential Street,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-23 04:50:55.449816,85,High Priority,Urgent owner notification required,QR0067,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0436,Van,Hospital Entrance,Kochi,Commercial Entrance Blocked,Yes,Critical,2026-05-21 00:36:55.449822,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0237,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0437,Mini Truck,Residential Street,Kochi,Roadside Congestion,No,Low,2026-05-23 13:52:55.449829,25,Low Priority,Low urgency monitoring,QR0189,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0438,Auto Rickshaw,Residential Street,Delhi,Pedestrian Path Obstructed,Yes,Critical,2026-05-27 09:37:55.449834,100,High Priority,Urgent owner notification required,QR0049,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0439,Car,Pedestrian Sidewalk,Hyderabad,Roadside Congestion,No,Low,2026-05-25 01:17:55.449838,25,Low Priority,Low urgency monitoring,QR0253,35,Low Risk Zone,Routine Monitoring,Urban Pedestrian Safety Authority,Routine monitoring sufficient.
INC0440,Car,Shop Entrance,Hyderabad,Illegal Parking,No,Low,2026-05-23 11:10:55.449843,25,Low Priority,Low urgency monitoring,QR0219,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0441,Two Wheeler,Pedestrian Sidewalk,Delhi,Commercial Entrance Blocked,Yes,Critical,2026-05-24 11:00:55.449848,85,High Priority,Urgent owner notification required,QR0129,100,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0442,Van,Narrow Lane,Delhi,Emergency Access Blocked,No,Critical,2026-05-22 07:35:55.449853,55,Medium Priority,Standard obstruction resolution workflow,QR0297,55,Moderate Risk Zone,Within 2 Hours,Municipal Traffic Management Authority,Standard obstruction resolution workflow recommended.
INC0443,Car,School Zone,Hyderabad,Roadside Congestion,No,Low,2026-05-27 00:36:55.449858,65,Medium Priority,Standard obstruction resolution workflow,QR0018,35,Low Risk Zone,Routine Monitoring,School Safety Traffic Division,Routine monitoring sufficient.
INC0444,Van,Hospital Entrance,Kochi,Gate Blockage,No,Critical,2026-05-26 04:13:55.449862,80,High Priority,Urgent owner notification required,QR0191,80,High Monitoring Zone,Within 30 Minutes,Emergency Medical Access Authority,Continuous monitoring and owner notification required.
INC0445,Auto Rickshaw,Commercial Complex,Kochi,Emergency Access Blocked,No,Critical,2026-05-24 15:27:55.449867,75,Medium Priority,Standard obstruction resolution workflow,QR0142,55,Moderate Risk Zone,Within 2 Hours,Municipal Traffic Management Authority,Standard obstruction resolution workflow recommended.
INC0446,Van,Pedestrian Sidewalk,Bangalore,Pedestrian Path Obstructed,Yes,Critical,2026-05-23 11:29:55.449872,100,High Priority,Urgent owner notification required,QR0062,120,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0447,Two Wheeler,Commercial Complex,Pune,Pedestrian Path Obstructed,Yes,Critical,2026-05-25 09:50:55.449877,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0277,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0448,Auto Rickshaw,Residential Street,Chennai,Illegal Parking,Yes,Critical,2026-05-21 13:16:55.449881,70,Medium Priority,Standard obstruction resolution workflow,QR0058,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0449,Two Wheeler,School Zone,Mumbai,Pedestrian Path Obstructed,Yes,Critical,2026-05-23 14:15:55.449886,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0297,120,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0450,Taxi,Traffic Junction,Mumbai,Gate Blockage,Yes,Critical,2026-05-27 08:07:55.449891,105,High Priority,Urgent owner notification required,QR0161,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0451,Mini Truck,Emergency Exit,Hyderabad,Commercial Entrance Blocked,No,Critical,2026-05-25 01:28:55.449896,80,High Priority,Urgent owner notification required,QR0269,60,Moderate Risk Zone,Within 2 Hours,Disaster Response Control Unit,Standard obstruction resolution workflow recommended.
INC0452,Taxi,Traffic Junction,Delhi,Pedestrian Path Obstructed,No,Low,2026-05-27 01:36:55.449900,75,Medium Priority,Standard obstruction resolution workflow,QR0046,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0453,Auto Rickshaw,Narrow Lane,Delhi,Roadside Congestion,Yes,Critical,2026-05-21 21:02:55.449905,70,Medium Priority,Standard obstruction resolution workflow,QR0173,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0454,Van,Hospital Entrance,Kochi,Illegal Parking,No,Critical,2026-05-23 07:35:55.449910,65,Medium Priority,Standard obstruction resolution workflow,QR0033,60,Moderate Risk Zone,Within 2 Hours,Emergency Medical Access Authority,Standard obstruction resolution workflow recommended.
INC0455,Taxi,Commercial Complex,Kochi,Commercial Entrance Blocked,No,Medium,2026-05-20 18:20:55.449914,60,Medium Priority,Standard obstruction resolution workflow,QR0100,20,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0456,Mini Truck,Apartment Gate,Hyderabad,Commercial Entrance Blocked,No,Medium,2026-05-23 15:08:55.449919,60,Medium Priority,Standard obstruction resolution workflow,QR0034,20,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0457,Van,Narrow Lane,Delhi,Pedestrian Path Obstructed,Yes,Critical,2026-05-22 13:48:55.449924,100,High Priority,Urgent owner notification required,QR0113,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0458,Car,Residential Street,Mumbai,Commercial Entrance Blocked,Yes,Critical,2026-05-25 00:15:55.449929,85,High Priority,Urgent owner notification required,QR0112,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0459,Two Wheeler,Traffic Junction,Hyderabad,Illegal Parking,No,Low,2026-05-21 06:28:55.449934,45,Low Priority,Low urgency monitoring,QR0040,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0460,Mini Truck,Apartment Gate,Hyderabad,Commercial Entrance Blocked,Yes,Critical,2026-05-23 00:43:55.449938,105,High Priority,Urgent owner notification required,QR0112,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0461,Auto Rickshaw,Emergency Exit,Bangalore,Gate Blockage,No,Critical,2026-05-23 01:04:55.449943,80,High Priority,Urgent owner notification required,QR0148,80,High Monitoring Zone,Within 30 Minutes,Disaster Response Control Unit,Continuous monitoring and owner notification required.
INC0462,Car,Residential Street,Kochi,Illegal Parking,No,Low,2026-05-21 09:40:55.449948,25,Low Priority,Low urgency monitoring,QR0141,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0463,Car,Commercial Complex,Hyderabad,Illegal Parking,No,Low,2026-05-27 10:03:55.449952,45,Low Priority,Low urgency monitoring,QR0288,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0464,Taxi,Pedestrian Sidewalk,Hyderabad,Commercial Entrance Blocked,No,Medium,2026-05-27 10:42:55.449957,40,Low Priority,Low urgency monitoring,QR0276,45,Low Risk Zone,Routine Monitoring,Urban Pedestrian Safety Authority,Routine monitoring sufficient.
INC0465,Auto Rickshaw,Pedestrian Sidewalk,Bangalore,Gate Blockage,No,Medium,2026-05-26 21:40:55.449962,40,Low Priority,Low urgency monitoring,QR0066,65,Moderate Risk Zone,Within 2 Hours,Urban Pedestrian Safety Authority,Standard obstruction resolution workflow recommended.
INC0466,Car,Narrow Lane,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-24 06:57:55.449967,85,High Priority,Urgent owner notification required,QR0252,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0467,Car,School Zone,Mumbai,Commercial Entrance Blocked,No,Medium,2026-05-22 19:03:55.449972,80,High Priority,Urgent owner notification required,QR0056,45,Low Risk Zone,Routine Monitoring,School Safety Traffic Division,Routine monitoring sufficient.
INC0468,Taxi,Commercial Complex,Delhi,Emergency Access Blocked,Yes,Critical,2026-05-22 13:11:55.449977,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0090,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0469,Auto Rickshaw,Hospital Entrance,Mumbai,Gate Blockage,No,Critical,2026-05-21 16:15:55.449984,80,High Priority,Urgent owner notification required,QR0085,80,High Monitoring Zone,Within 30 Minutes,Emergency Medical Access Authority,Continuous monitoring and owner notification required.
INC0470,Mini Truck,Shop Entrance,Mumbai,Commercial Entrance Blocked,Yes,Critical,2026-05-26 20:04:55.449989,85,High Priority,Urgent owner notification required,QR0240,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0471,Two Wheeler,School Zone,Pune,Roadside Congestion,Yes,Critical,2026-05-23 09:38:55.449993,110,High Priority,Urgent owner notification required,QR0255,100,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0472,Auto Rickshaw,Commercial Complex,Mumbai,Pedestrian Path Obstructed,No,Low,2026-05-22 00:22:55.449998,75,Medium Priority,Standard obstruction resolution workflow,QR0244,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0473,Auto Rickshaw,Pedestrian Sidewalk,Hyderabad,Gate Blockage,No,Medium,2026-05-27 05:55:55.450003,40,Low Priority,Low urgency monitoring,QR0220,65,Moderate Risk Zone,Within 2 Hours,Urban Pedestrian Safety Authority,Standard obstruction resolution workflow recommended.
INC0474,Taxi,Residential Street,Kochi,Gate Blockage,No,Medium,2026-05-22 19:43:55.450008,40,Low Priority,Low urgency monitoring,QR0244,40,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0475,Van,Traffic Junction,Kochi,Emergency Access Blocked,No,Critical,2026-05-23 13:56:55.450012,75,Medium Priority,Standard obstruction resolution workflow,QR0153,55,Moderate Risk Zone,Within 2 Hours,Municipal Traffic Management Authority,Standard obstruction resolution workflow recommended.
INC0476,Two Wheeler,Hospital Entrance,Kochi,Roadside Congestion,Yes,Critical,2026-05-24 01:45:55.450017,110,High Priority,Urgent owner notification required,QR0019,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0477,Mini Truck,Commercial Complex,Chennai,Emergency Access Blocked,Yes,Critical,2026-05-25 06:22:55.450022,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0032,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0478,Auto Rickshaw,Emergency Exit,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 21:41:55.450026,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0066,120,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0479,Car,School Zone,Delhi,Gate Blockage,Yes,Critical,2026-05-25 07:08:55.450034,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0132,120,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0480,Auto Rickshaw,Commercial Complex,Mumbai,Illegal Parking,No,Low,2026-05-22 05:19:55.450038,45,Low Priority,Low urgency monitoring,QR0028,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0481,Mini Truck,Residential Street,Kochi,Emergency Access Blocked,No,Critical,2026-05-24 07:09:55.450043,55,Medium Priority,Standard obstruction resolution workflow,QR0103,55,Moderate Risk Zone,Within 2 Hours,Municipal Traffic Management Authority,Standard obstruction resolution workflow recommended.
INC0482,Taxi,Pedestrian Sidewalk,Bangalore,Emergency Access Blocked,Yes,Critical,2026-05-24 18:41:55.450048,100,High Priority,Urgent owner notification required,QR0084,120,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0483,Auto Rickshaw,Narrow Lane,Bangalore,Commercial Entrance Blocked,No,Medium,2026-05-22 02:00:55.450052,40,Low Priority,Low urgency monitoring,QR0284,20,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0484,Auto Rickshaw,Pedestrian Sidewalk,Hyderabad,Illegal Parking,Yes,Critical,2026-05-22 10:05:55.450057,70,Medium Priority,Standard obstruction resolution workflow,QR0251,100,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0485,Car,Residential Street,Hyderabad,Illegal Parking,No,Low,2026-05-24 22:57:55.450062,25,Low Priority,Low urgency monitoring,QR0257,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0486,Taxi,Apartment Gate,Pune,Gate Blockage,No,Medium,2026-05-23 14:04:55.450069,60,Medium Priority,Standard obstruction resolution workflow,QR0118,40,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0487,Van,School Zone,Hyderabad,Emergency Access Blocked,No,Critical,2026-05-22 01:27:55.450074,95,High Priority,Urgent owner notification required,QR0247,80,High Monitoring Zone,Within 30 Minutes,School Safety Traffic Division,Continuous monitoring and owner notification required.
INC0488,Two Wheeler,Residential Street,Chennai,Illegal Parking,Yes,Critical,2026-05-22 21:12:55.450078,70,Medium Priority,Standard obstruction resolution workflow,QR0134,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0489,Two Wheeler,Commercial Complex,Mumbai,Gate Blockage,Yes,Critical,2026-05-23 02:24:55.450084,105,High Priority,Urgent owner notification required,QR0127,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0490,Mini Truck,Pedestrian Sidewalk,Delhi,Illegal Parking,No,Low,2026-05-23 09:25:55.450089,25,Low Priority,Low urgency monitoring,QR0042,35,Low Risk Zone,Routine Monitoring,Urban Pedestrian Safety Authority,Routine monitoring sufficient.
INC0491,Auto Rickshaw,Residential Street,Pune,Illegal Parking,No,Low,2026-05-27 05:20:55.450094,25,Low Priority,Low urgency monitoring,QR0170,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0492,Car,Hospital Entrance,Bangalore,Roadside Congestion,No,Critical,2026-05-22 22:53:55.450098,65,Medium Priority,Standard obstruction resolution workflow,QR0242,60,Moderate Risk Zone,Within 2 Hours,Emergency Medical Access Authority,Standard obstruction resolution workflow recommended.
INC0493,Car,Traffic Junction,Kochi,Roadside Congestion,Yes,Critical,2026-05-21 14:43:55.450103,90,High Priority,Urgent owner notification required,QR0085,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0494,Taxi,Hospital Entrance,Mumbai,Commercial Entrance Blocked,No,Critical,2026-05-21 01:45:55.450108,80,High Priority,Urgent owner notification required,QR0260,60,Moderate Risk Zone,Within 2 Hours,Emergency Medical Access Authority,Standard obstruction resolution workflow recommended.
INC0495,Taxi,Apartment Gate,Mumbai,Emergency Access Blocked,Yes,Critical,2026-05-22 04:49:55.450112,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0220,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0496,Mini Truck,Pedestrian Sidewalk,Mumbai,Illegal Parking,No,Low,2026-05-21 21:53:55.450117,25,Low Priority,Low urgency monitoring,QR0141,35,Low Risk Zone,Routine Monitoring,Urban Pedestrian Safety Authority,Routine monitoring sufficient.
INC0497,Two Wheeler,Shop Entrance,Bangalore,Gate Blockage,No,Medium,2026-05-23 08:06:55.450122,40,Low Priority,Low urgency monitoring,QR0247,40,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0498,Car,School Zone,Mumbai,Roadside Congestion,No,Low,2026-05-26 04:41:55.450127,65,Medium Priority,Standard obstruction resolution workflow,QR0060,35,Low Risk Zone,Routine Monitoring,School Safety Traffic Division,Routine monitoring sufficient.
INC0499,Taxi,Commercial Complex,Pune,Gate Blockage,No,Medium,2026-05-26 07:34:55.450131,60,Medium Priority,Standard obstruction resolution workflow,QR0022,40,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0500,Auto Rickshaw,Residential Street,Chennai,Pedestrian Path Obstructed,No,Low,2026-05-22 03:45:55.450136,55,Medium Priority,Standard obstruction resolution workflow,QR0019,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
